ACCOUNT_ID,DEFAULT_FLAG,COLLATERAL_TYPE,SENIORITY,SECTOR,REGION,ECONOMIC_SEGMENT,EXPOSURE_AT_DEFAULT,COLLATERAL_VALUE,DAYS_PAST_DUE,INTEREST_RATE,RECOVERY_TIME_MONTHS,GUARANTEE_FLAG,LTV_RATIO,LGD_OBS,RECOVERY_RATE,LGD_MODEL_PRED
A0439,1,Mortgage,Senior,Corporate,South,Near-Prime,246608.0,248974.0,216,5.34,2,1,0.99,0.103,0.897,0.098
A0440,0,Corporate,Senior,Corporate,West,Subprime,288472.0,155017.0,567,16.21,11,0,1.86,0.629,0.371,0.641
A0441,0,None,Senior,Retail,South,Prime,417016.0,405984.0,30,9.51,23,0,1.03,0.524,0.476,0.524
A0442,1,Mortgage,Senior,SME,North,Prime,241982.0,433576.0,58,9.18,10,0,0.56,0.357,0.643,0.353
A0443,0,Corporate,Subordinated,Retail,South,Subprime,29455.0,336504.0,352,3.53,3,0,0.09,0.753,0.247,0.737
A0444,0,Vehicle,Subordinated,Public,West,Prime,880599.0,23482.0,444,10.47,5,0,3.0,0.815,0.185,0.816
A0445,1,None,Senior,Public,North,Near-Prime,965954.0,283161.0,234,11.31,3,1,3.0,0.518,0.482,0.513
A0446,1,Mortgage,Senior,SME,East,Subprime,348155.0,381647.0,106,11.38,13,1,0.91,0.214,0.786,0.197
A0447,1,Corporate,Senior,Corporate,West,Near-Prime,345122.0,68252.0,190,13.61,19,0,3.0,0.483,0.517,0.486
A0448,1,Corporate,Senior,Corporate,West,Near-Prime,17021.0,114335.0,529,5.66,35,1,0.15,0.129,0.871,0.136
A0449,0,None,Senior,SME,East,Subprime,683448.0,441248.0,678,6.78,24,0,1.55,0.764,0.236,0.757
A0450,0,Corporate,Senior,Retail,West,Subprime,827185.0,10061.0,582,15.16,24,0,3.0,0.642,0.358,0.661
A0451,1,Vehicle,Senior,SME,South,Prime,155142.0,376364.0,565,17.21,17,0,0.41,0.297,0.703,0.302
A0452,0,Corporate,Subordinated,SME,East,Prime,168070.0,236887.0,244,5.04,10,1,0.71,0.442,0.558,0.416
A0453,0,None,Senior,SME,West,Prime,792182.0,223386.0,75,10.46,2,1,3.0,0.463,0.537,0.49
A0454,1,Vehicle,Senior,Retail,East,Near-Prime,620128.0,3548.0,546,6.21,23,0,3.0,0.532,0.468,0.547
A0455,0,Mortgage,Senior,Corporate,East,Prime,54412.0,409699.0,266,3.9,6,0,0.13,0.349,0.651,0.369
A0456,0,None,Senior,Retail,East,Near-Prime,626322.0,179912.0,316,7.88,2,0,3.0,0.756,0.244,0.764
A0457,0,Corporate,Senior,SME,North,Prime,315829.0,270383.0,120,5.16,21,0,1.17,0.438,0.562,0.391
A0458,0,Corporate,Senior,SME,West,Near-Prime,375038.0,338650.0,24,13.65,35,0,1.11,0.441,0.559,0.463
A0459,0,Mortgage,Senior,SME,North,Prime,772034.0,351315.0,431,11.01,29,0,2.2,0.486,0.514,0.487
A0460,0,Corporate,Senior,SME,West,Near-Prime,812826.0,477990.0,159,5.16,7,0,1.7,0.531,0.469,0.538
A0461,0,Mortgage,Subordinated,Retail,South,Near-Prime,406353.0,265670.0,595,3.14,29,1,1.53,0.572,0.428,0.583
A0462,0,Corporate,Subordinated,Retail,South,Prime,947681.0,199860.0,113,15.12,23,0,3.0,0.819,0.181,0.858
A0463,1,Mortgage,Senior,SME,South,Prime,412398.0,476852.0,501,5.64,33,0,0.86,0.365,0.635,0.354
A0464,0,Corporate,Senior,SME,West,Near-Prime,774118.0,321055.0,165,12.09,8,0,2.41,0.521,0.479,0.511
A0465,1,None,Senior,Retail,East,Prime,489038.0,149075.0,702,8.05,12,1,3.0,0.467,0.533,0.45
A0466,0,Mortgage,Senior,Corporate,East,Prime,898557.0,63232.0,174,11.78,10,1,3.0,0.3,0.7,0.279
A0467,0,None,Senior,SME,North,Subprime,908684.0,421277.0,0,7.73,15,1,2.16,0.467,0.533,0.446
A0468,1,Vehicle,Senior,SME,North,Near-Prime,96543.0,181091.0,85,4.3,24,0,0.53,0.285,0.715,0.248
A0469,0,None,Senior,Corporate,South,Subprime,937128.0,330235.0,573,6.34,26,1,2.84,0.643,0.357,0.652
A0470,1,Corporate,Senior,Retail,North,Prime,827279.0,235408.0,319,5.82,3,0,3.0,0.623,0.377,0.663
A0471,0,Vehicle,Senior,Retail,West,Prime,793398.0,99465.0,400,9.42,2,0,3.0,0.617,0.383,0.658
A0472,1,Corporate,Subordinated,Corporate,West,Subprime,208902.0,300843.0,381,12.87,6,0,0.69,0.745,0.255,0.728
A0473,0,None,Subordinated,SME,North,Near-Prime,807068.0,30342.0,717,6.96,21,0,3.0,0.899,0.101,0.894
A0474,1,Vehicle,Senior,SME,North,Near-Prime,851631.0,206671.0,616,3.18,9,1,3.0,0.291,0.709,0.316
A0475,0,Mortgage,Senior,Corporate,North,Prime,296259.0,273307.0,317,10.78,10,1,1.08,0.059,0.941,0.068
A0476,1,Corporate,Subordinated,Corporate,North,Prime,952737.0,218023.0,249,12.09,3,0,3.0,0.771,0.229,0.774
A0477,0,Corporate,Senior,Public,South,Prime,59362.0,374336.0,524,17.44,24,0,0.16,0.354,0.646,0.349
A0478,0,Corporate,Subordinated,SME,South,Prime,158410.0,413962.0,674,11.84,22,0,0.38,0.55,0.45,0.574
A0479,1,Corporate,Senior,SME,North,Prime,542205.0,385622.0,554,10.07,14,0,1.41,0.372,0.628,0.351
A0480,0,Vehicle,Subordinated,SME,West,Prime,580035.0,19406.0,622,11.6,27,0,3.0,0.833,0.167,0.843
A0481,0,Corporate,Senior,Retail,South,Subprime,648699.0,97064.0,716,16.92,33,1,3.0,0.426,0.574,0.433
A0482,0,Mortgage,Subordinated,SME,West,Prime,26799.0,268304.0,255,15.43,22,1,0.1,0.333,0.667,0.334
A0483,0,Vehicle,Subordinated,Retail,East,Near-Prime,960763.0,467411.0,306,7.84,29,0,2.06,0.869,0.131,0.885
A0484,0,Mortgage,Senior,Corporate,West,Subprime,54142.0,417478.0,143,6.56,19,1,0.13,0.252,0.748,0.253
A0485,0,Mortgage,Senior,SME,North,Near-Prime,151631.0,421267.0,657,6.94,19,0,0.36,0.447,0.553,0.436
A0486,1,Mortgage,Subordinated,SME,East,Prime,23874.0,151604.0,390,10.57,6,0,0.16,0.605,0.395,0.607
A0487,0,Mortgage,Senior,Retail,South,Near-Prime,571190.0,214724.0,675,14.16,19,0,2.66,0.558,0.442,0.526
A0488,0,Corporate,Subordinated,Retail,South,Near-Prime,932944.0,235353.0,168,10.55,13,0,3.0,0.752,0.248,0.764
A0489,1,Mortgage,Senior,Retail,East,Near-Prime,669288.0,78686.0,297,4.02,26,1,3.0,0.329,0.671,0.346
A0490,1,Vehicle,Senior,SME,West,Near-Prime,824431.0,15534.0,232,13.85,22,0,3.0,0.472,0.528,0.459
A0491,0,Mortgage,Senior,Retail,South,Subprime,23148.0,473451.0,270,15.09,21,0,0.05,0.383,0.617,0.365
A0492,0,Mortgage,Senior,SME,North,Near-Prime,546595.0,120356.0,59,7.34,2,0,3.0,0.587,0.413,0.575
A0493,0,Mortgage,Subordinated,Corporate,East,Prime,464967.0,119974.0,295,12.96,30,1,3.0,0.586,0.414,0.585
A0494,0,Mortgage,Senior,Corporate,North,Near-Prime,503978.0,41690.0,466,9.4,27,0,3.0,0.529,0.471,0.533
A0495,0,Corporate,Senior,SME,East,Prime,81491.0,464254.0,234,16.34,7,1,0.18,0.113,0.887,0.145
A0496,0,Corporate,Senior,Retail,South,Subprime,687591.0,289869.0,676,15.68,20,1,2.37,0.431,0.569,0.461
A0497,0,Corporate,Senior,Corporate,West,Prime,508188.0,333518.0,705,10.88,31,0,1.52,0.607,0.393,0.624
A0498,0,Vehicle,Subordinated,Corporate,East,Prime,767497.0,455788.0,233,13.37,23,0,1.68,0.807,0.193,0.809
A0499,1,Mortgage,Subordinated,Retail,East,Subprime,490438.0,172810.0,367,16.25,13,1,2.84,0.641,0.359,0.622
A0500,1,None,Senior,Corporate,North,Near-Prime,157888.0,310754.0,694,10.44,17,0,0.51,0.552,0.448,0.586
A0501,0,Vehicle,Subordinated,Retail,South,Prime,651774.0,19400.0,231,7.7,4,1,3.0,0.686,0.314,0.681
A0502,0,Vehicle,Subordinated,Corporate,North,Prime,180662.0,93386.0,490,14.3,14,0,1.93,0.825,0.175,0.831
A0503,0,Mortgage,Senior,Public,South,Subprime,873671.0,415623.0,618,6.3,20,0,2.1,0.695,0.305,0.708
A0504,1,Mortgage,Subordinated,Retail,North,Prime,616985.0,383384.0,502,8.83,13,1,1.61,0.661,0.339,0.662
A0505,0,Mortgage,Senior,Corporate,East,Subprime,165632.0,175321.0,591,15.99,3,1,0.94,0.167,0.833,0.19
A0506,0,Mortgage,Senior,SME,North,Prime,962715.0,188405.0,380,13.87,26,1,3.0,0.443,0.557,0.452
A0507,1,Vehicle,Subordinated,Public,West,Near-Prime,523182.0,266777.0,695,9.06,26,0,1.96,0.855,0.145,0.875
A0508,1,Vehicle,Senior,SME,South,Subprime,82169.0,121.0,427,6.22,18,1,3.0,0.474,0.526,0.483
A0509,1,Corporate,Subordinated,Corporate,South,Prime,630565.0,120622.0,696,8.34,32,1,3.0,0.594,0.406,0.593
A0510,1,Corporate,Subordinated,Retail,East,Prime,260667.0,104116.0,645,7.26,14,1,2.5,0.533,0.467,0.534
A0511,0,Corporate,Senior,Retail,South,Prime,805657.0,125241.0,363,5.64,3,0,3.0,0.533,0.467,0.532
A0512,0,Corporate,Subordinated,Retail,West,Near-Prime,819644.0,402953.0,201,14.15,1,0,2.03,0.822,0.178,0.796
A0513,1,None,Senior,Public,North,Near-Prime,979158.0,139837.0,145,6.78,26,1,3.0,0.445,0.555,0.425
A0514,1,Mortgage,Senior,Corporate,East,Near-Prime,506851.0,95761.0,638,9.81,24,0,3.0,0.547,0.453,0.562
A0515,0,Mortgage,Senior,Corporate,West,Prime,460407.0,252132.0,456,8.79,35,0,1.83,0.491,0.509,0.466
A0516,0,Mortgage,Subordinated,Corporate,South,Prime,755941.0,432823.0,134,17.73,14,0,1.75,0.781,0.219,0.773
A0517,0,Corporate,Senior,Retail,South,Prime,141146.0,120675.0,625,8.87,3,0,1.17,0.282,0.718,0.261
A0518,1,None,Senior,Retail,West,Prime,551446.0,39268.0,263,4.2,13,0,3.0,0.627,0.373,0.618
A0519,1,Mortgage,Senior,Retail,North,Near-Prime,550785.0,178202.0,63,4.35,14,0,3.0,0.567,0.433,0.564
A0520,0,None,Senior,Retail,North,Subprime,98578.0,373826.0,490,11.86,21,1,0.26,0.371,0.629,0.363
A0521,0,Mortgage,Senior,Retail,East,Near-Prime,423804.0,275345.0,646,11.99,26,0,1.54,0.526,0.474,0.497
A0522,0,None,Senior,SME,South,Prime,854752.0,408397.0,40,9.28,3,0,2.09,0.668,0.332,0.664
A0523,1,Mortgage,Senior,Retail,West,Subprime,857592.0,479796.0,295,9.48,4,0,1.79,0.786,0.214,0.767
A0524,1,Mortgage,Senior,Retail,North,Near-Prime,108245.0,396331.0,2,3.81,1,0,0.27,0.38,0.62,0.367
A0525,1,Vehicle,Subordinated,Retail,East,Subprime,99814.0,301902.0,705,10.75,33,0,0.33,0.736,0.264,0.751
A0526,0,Mortgage,Senior,Retail,South,Near-Prime,270069.0,246671.0,109,10.57,7,1,1.09,0.111,0.889,0.13
A0527,0,Mortgage,Senior,Public,South,Prime,876018.0,20035.0,220,5.24,11,0,3.0,0.575,0.425,0.549
A0528,0,Mortgage,Subordinated,Corporate,East,Prime,137614.0,492161.0,369,4.56,27,1,0.28,0.389,0.611,0.42
A0529,0,Corporate,Senior,Public,East,Near-Prime,722797.0,191741.0,367,4.85,14,0,3.0,0.511,0.489,0.501
A0530,1,Vehicle,Subordinated,SME,North,Prime,110154.0,76114.0,435,4.52,22,0,1.45,0.696,0.304,0.684
A0531,1,Mortgage,Senior,Retail,West,Prime,626906.0,333354.0,3,12.15,16,0,1.88,0.579,0.421,0.561
A0532,1,Corporate,Subordinated,Corporate,South,Near-Prime,362507.0,142144.0,243,5.95,12,0,2.55,0.826,0.174,0.827
A0533,1,Corporate,Senior,Retail,West,Near-Prime,791025.0,292889.0,165,6.77,10,1,2.7,0.301,0.699,0.341
A0534,0,Mortgage,Senior,Retail,South,Near-Prime,241354.0,293384.0,25,5.6,24,1,0.82,0.086,0.914,0.055
A0535,1,Vehicle,Senior,Retail,South,Prime,642810.0,222865.0,394,17.37,18,0,2.88,0.547,0.453,0.506
A0536,1,Mortgage,Subordinated,Retail,West,Prime,243326.0,418059.0,473,15.82,22,0,0.58,0.571,0.429,0.576
A0537,1,Mortgage,Senior,Retail,East,Near-Prime,716524.0,132484.0,16,6.46,9,0,3.0,0.581,0.419,0.592
A0538,0,Corporate,Senior,Retail,North,Subprime,874941.0,224316.0,91,7.91,17,0,3.0,0.684,0.316,0.685
A0539,0,Mortgage,Subordinated,SME,South,Near-Prime,135534.0,268846.0,482,6.15,13,1,0.5,0.403,0.597,0.415
A0540,0,Vehicle,Subordinated,Retail,East,Subprime,867930.0,331812.0,542,10.38,6,0,2.62,0.941,0.059,0.918
A0541,1,Corporate,Senior,Retail,South,Near-Prime,597640.0,391986.0,204,3.29,21,1,1.52,0.36,0.64,0.341
A0542,0,Mortgage,Subordinated,Corporate,North,Near-Prime,135839.0,197404.0,501,13.07,7,0,0.69,0.556,0.444,0.558
A0543,0,Vehicle,Subordinated,Retail,South,Prime,433266.0,323023.0,399,10.85,25,0,1.34,0.59,0.41,0.625
A0544,0,Mortgage,Senior,Retail,North,Near-Prime,169252.0,75305.0,206,16.48,11,0,2.25,0.557,0.443,0.568
A0545,0,None,Senior,Corporate,North,Near-Prime,703344.0,466324.0,618,5.47,14,0,1.51,0.746,0.254,0.758
A0546,0,Vehicle,Senior,Retail,South,Near-Prime,761279.0,191529.0,145,15.06,29,1,3.0,0.361,0.639,0.34
A0547,0,Corporate,Senior,Retail,South,Prime,114739.0,364761.0,100,14.88,10,0,0.31,0.321,0.679,0.329
A0548,0,Vehicle,Senior,SME,North,Near-Prime,511078.0,10171.0,240,4.91,5,1,3.0,0.398,0.602,0.374
A0549,0,Mortgage,Senior,Retail,East,Prime,816479.0,102594.0,162,8.98,8,0,3.0,0.569,0.431,0.604
A0550,1,Corporate,Senior,SME,West,Near-Prime,936801.0,243541.0,172,5.55,5,1,3.0,0.427,0.573,0.407
A0551,0,None,Senior,Corporate,North,Prime,518383.0,439126.0,501,6.82,24,0,1.18,0.504,0.496,0.488
A0552,1,Corporate,Senior,Retail,South,Subprime,950776.0,263628.0,546,6.95,26,1,3.0,0.398,0.602,0.369
A0553,0,Corporate,Subordinated,SME,South,Prime,540332.0,464935.0,283,11.34,6,1,1.16,0.459,0.541,0.461
A0554,0,None,Subordinated,SME,East,Prime,400249.0,241898.0,358,9.17,16,1,1.65,0.721,0.279,0.722
A0555,1,Mortgage,Senior,Retail,West,Prime,849721.0,245225.0,380,17.22,12,0,3.0,0.565,0.435,0.595
A0556,0,Mortgage,Subordinated,SME,North,Near-Prime,498053.0,59873.0,532,4.9,11,1,3.0,0.609,0.391,0.625
A0557,0,Corporate,Senior,Retail,North,Prime,477183.0,401328.0,162,17.61,3,0,1.19,0.352,0.648,0.336
A0558,0,Vehicle,Senior,SME,West,Prime,495409.0,123483.0,608,6.46,6,0,3.0,0.542,0.458,0.559
A0559,1,Corporate,Senior,Retail,North,Near-Prime,848317.0,449806.0,306,14.59,19,0,1.89,0.467,0.533,0.442
A0560,0,None,Senior,SME,West,Prime,833622.0,455412.0,338,8.08,18,0,1.83,0.65,0.35,0.636
A0561,1,Mortgage,Subordinated,Retail,South,Subprime,409485.0,471655.0,54,5.15,16,1,0.87,0.556,0.444,0.558
A0562,0,Mortgage,Senior,Corporate,West,Subprime,339967.0,260115.0,332,15.87,23,0,1.31,0.471,0.529,0.448
A0563,0,Corporate,Senior,Retail,North,Near-Prime,497009.0,338547.0,126,7.63,9,0,1.47,0.445,0.555,0.466
A0564,0,Mortgage,Senior,SME,West,Prime,577045.0,389258.0,704,12.88,3,0,1.48,0.298,0.702,0.344
A0565,0,Corporate,Senior,SME,East,Near-Prime,245954.0,65507.0,242,11.5,8,0,3.0,0.548,0.452,0.542
A0566,0,Vehicle,Senior,Corporate,South,Prime,796016.0,300479.0,599,10.08,4,0,2.65,0.608,0.392,0.595
A0567,0,Corporate,Senior,SME,South,Prime,491618.0,17149.0,408,10.44,12,0,3.0,0.522,0.478,0.519
A0568,0,Mortgage,Senior,SME,West,Prime,340705.0,248783.0,502,13.98,31,0,1.37,0.326,0.674,0.315
A0569,1,Corporate,Subordinated,Corporate,North,Subprime,115753.0,77421.0,603,4.32,25,0,1.5,0.685,0.315,0.69
A0570,0,Vehicle,Subordinated,Corporate,East,Prime,246457.0,91461.0,302,13.02,16,1,2.69,0.578,0.422,0.552
A0571,0,Vehicle,Senior,Retail,South,Near-Prime,949788.0,182524.0,463,16.44,14,1,3.0,0.377,0.623,0.383
A0572,1,Mortgage,Subordinated,SME,South,Near-Prime,312049.0,216219.0,234,3.87,13,1,1.44,0.311,0.689,0.349
A0573,0,Corporate,Senior,Corporate,North,Prime,177171.0,311586.0,695,5.11,7,0,0.57,0.432,0.568,0.392
A0574,0,None,Senior,Public,North,Prime,466066.0,37214.0,37,13.75,12,0,3.0,0.652,0.348,0.629
A0575,1,Mortgage,Senior,Corporate,East,Subprime,314017.0,251846.0,138,9.56,4,0,1.25,0.344,0.656,0.335
A0576,1,Mortgage,Senior,Retail,West,Near-Prime,44808.0,91313.0,194,9.05,2,0,0.49,0.349,0.651,0.36
A0577,0,Mortgage,Subordinated,Retail,North,Near-Prime,329914.0,286988.0,526,5.05,35,0,1.15,0.581,0.419,0.599
A0578,1,Corporate,Senior,SME,West,Prime,548668.0,318702.0,646,10.6,3,0,1.72,0.541,0.459,0.557
A0579,0,Corporate,Senior,Corporate,East,Prime,556195.0,278355.0,0,4.9,4,0,2.0,0.566,0.434,0.532
A0580,0,Vehicle,Senior,SME,West,Prime,362993.0,369148.0,560,10.15,12,0,0.98,0.382,0.618,0.369
A0581,0,Mortgage,Senior,SME,South,Prime,452830.0,167805.0,95,14.45,19,1,2.7,0.434,0.566,0.416
A0582,1,Mortgage,Subordinated,Corporate,West,Prime,965863.0,382553.0,712,6.87,10,0,2.52,0.765,0.235,0.764
A0583,0,Vehicle,Senior,Retail,East,Subprime,383575.0,216384.0,412,10.21,1,0,1.77,0.689,0.311,0.689
A0584,0,Vehicle,Senior,Corporate,East,Prime,265645.0,242092.0,537,17.88,17,0,1.1,0.385,0.615,0.358
A0585,0,None,Senior,SME,East,Prime,251032.0,324051.0,428,13.3,16,0,0.77,0.368,0.632,0.359
A0586,0,Mortgage,Senior,Retail,West,Near-Prime,463187.0,9179.0,234,15.62,9,0,3.0,0.508,0.492,0.52
A0587,0,Corporate,Senior,SME,South,Near-Prime,761925.0,326997.0,348,9.22,9,0,2.33,0.486,0.514,0.473
A0588,0,Vehicle,Senior,Corporate,North,Prime,213928.0,309293.0,480,14.52,9,0,0.69,0.372,0.628,0.368
A0589,0,Vehicle,Senior,Retail,South,Near-Prime,712203.0,154924.0,395,3.61,12,1,3.0,0.367,0.633,0.401
A0590,0,Corporate,Senior,Retail,West,Prime,30938.0,42897.0,350,4.84,15,1,0.72,0.168,0.832,0.208
A0591,0,Corporate,Subordinated,Public,West,Prime,424744.0,45468.0,415,6.05,2,0,3.0,0.785,0.215,0.742
A0592,0,None,Subordinated,Retail,North,Prime,778106.0,461612.0,50,9.03,11,0,1.69,0.94,0.06,0.942
A0593,0,Mortgage,Senior,SME,West,Subprime,345346.0,344640.0,80,15.69,11,0,1.0,0.449,0.551,0.507
A0594,0,Mortgage,Senior,SME,East,Prime,568100.0,63551.0,35,8.19,8,1,3.0,0.33,0.67,0.34
A0595,1,Corporate,Senior,SME,East,Prime,212929.0,178362.0,66,12.82,32,0,1.19,0.389,0.611,0.389
A0596,0,Vehicle,Subordinated,SME,East,Prime,744575.0,296241.0,640,13.64,6,0,2.51,0.747,0.253,0.773
A0597,0,Mortgage,Senior,Retail,East,Subprime,61756.0,417786.0,666,11.79,20,0,0.15,0.411,0.589,0.415
A0598,0,Mortgage,Senior,SME,East,Prime,854017.0,21830.0,622,8.36,35,0,3.0,0.556,0.444,0.57
A0599,0,Mortgage,Senior,Retail,West,Prime,206214.0,118317.0,679,11.66,8,1,1.74,0.332,0.668,0.328
A0600,0,None,Senior,SME,North,Prime,875654.0,444874.0,480,8.13,34,0,1.97,0.645,0.355,0.649
A0601,0,Mortgage,Senior,Retail,North,Prime,359004.0,4583.0,467,4.26,19,0,3.0,0.577,0.423,0.586
A0602,0,Mortgage,Senior,SME,East,Near-Prime,725457.0,100700.0,141,17.89,7,0,3.0,0.521,0.479,0.538
A0603,0,Mortgage,Senior,Retail,West,Near-Prime,326033.0,479512.0,355,4.91,31,0,0.68,0.308,0.692,0.299
A0604,0,Mortgage,Senior,Retail,South,Prime,906853.0,306701.0,708,4.09,18,1,2.96,0.341,0.659,0.332
A0605,0,Mortgage,Senior,Retail,South,Prime,135371.0,130836.0,470,16.18,14,1,1.03,0.105,0.895,0.066
A0606,0,Vehicle,Senior,Retail,West,Prime,186735.0,33496.0,620,7.53,17,0,3.0,0.548,0.452,0.54
A0607,0,Mortgage,Senior,Corporate,East,Prime,498100.0,14096.0,590,12.75,9,0,3.0,0.532,0.468,0.551
A0608,0,Corporate,Senior,Retail,North,Prime,91119.0,122373.0,672,7.94,20,0,0.74,0.324,0.676,0.333
A0609,0,Mortgage,Senior,Corporate,West,Near-Prime,204020.0,440743.0,438,8.87,28,0,0.46,0.325,0.675,0.305
A0610,0,Vehicle,Senior,Public,South,Subprime,944329.0,207957.0,530,6.93,20,0,3.0,0.7,0.3,0.662
A0611,0,None,Subordinated,SME,South,Subprime,976725.0,360167.0,126,8.15,27,0,2.71,1.0,0.0,0.997
A0612,1,Corporate,Senior,Retail,South,Subprime,382497.0,459143.0,204,9.16,8,0,0.83,0.365,0.635,0.383
A0613,0,Vehicle,Senior,Retail,East,Near-Prime,924053.0,204020.0,28,13.81,32,0,3.0,0.594,0.406,0.584
A0614,0,Mortgage,Senior,Corporate,South,Near-Prime,549376.0,95639.0,444,10.67,1,0,3.0,0.576,0.424,0.547
A0615,1,Mortgage,Senior,Retail,West,Prime,277045.0,258559.0,718,17.15,17,1,1.07,0.173,0.827,0.161
A0616,1,Corporate,Senior,Retail,West,Near-Prime,705375.0,454042.0,463,3.63,9,0,1.55,0.594,0.406,0.601
A0617,0,None,Senior,SME,South,Prime,662313.0,402187.0,279,10.55,20,1,1.65,0.501,0.499,0.526
A0618,0,Corporate,Senior,Corporate,West,Prime,989234.0,32915.0,150,11.76,32,0,3.0,0.581,0.419,0.576
A0619,1,Vehicle,Subordinated,Corporate,South,Near-Prime,272397.0,346286.0,239,16.8,2,0,0.79,0.577,0.423,0.598
A0620,1,Corporate,Senior,Retail,South,Prime,675339.0,285949.0,265,3.74,32,1,2.36,0.392,0.608,0.411
A0621,0,Vehicle,Subordinated,SME,North,Prime,61504.0,453732.0,693,11.6,9,0,0.14,0.611,0.389,0.587
A0622,0,Mortgage,Subordinated,Retail,East,Subprime,122510.0,61241.0,104,15.8,30,1,2.0,0.631,0.369,0.656
A0623,0,Vehicle,Senior,Retail,East,Prime,13879.0,267018.0,432,6.63,20,0,0.05,0.402,0.598,0.408
A0624,0,None,Subordinated,Corporate,North,Prime,999466.0,439731.0,496,16.14,1,0,2.27,0.944,0.056,0.92
A0625,0,Mortgage,Senior,Retail,North,Subprime,804251.0,205012.0,439,3.29,5,0,3.0,0.637,0.363,0.672
A0626,0,Corporate,Subordinated,Retail,East,Near-Prime,788856.0,240997.0,684,13.99,35,0,3.0,0.778,0.222,0.775
A0627,0,Mortgage,Senior,Retail,South,Near-Prime,514629.0,35230.0,157,17.0,1,0,3.0,0.532,0.468,0.493
A0628,1,Vehicle,Senior,Corporate,South,Prime,307066.0,139072.0,171,12.86,14,0,2.21,0.561,0.439,0.547
A0629,0,Mortgage,Senior,Corporate,East,Prime,159752.0,162253.0,493,9.59,9,0,0.98,0.301,0.699,0.282
A0630,0,Vehicle,Senior,SME,South,Subprime,291828.0,472561.0,310,3.67,30,0,0.62,0.372,0.628,0.358
A0631,1,Corporate,Senior,Corporate,North,Near-Prime,382212.0,141334.0,402,16.8,24,0,2.7,0.497,0.503,0.488
A0632,1,Mortgage,Senior,Retail,South,Near-Prime,758747.0,230434.0,668,10.05,4,0,3.0,0.569,0.431,0.564
A0633,0,Corporate,Senior,SME,South,Prime,544265.0,335652.0,675,3.43,14,0,1.62,0.542,0.458,0.536
A0634,0,Corporate,Senior,Retail,West,Prime,86709.0,81092.0,658,13.35,25,0,1.07,0.406,0.594,0.404
A0635,0,None,Senior,Retail,West,Subprime,27849.0,243221.0,665,10.23,4,1,0.11,0.397,0.603,0.409
A0636,0,Mortgage,Senior,SME,West,Prime,111309.0,369270.0,462,4.87,25,1,0.3,0.192,0.808,0.177
A0637,0,Mortgage,Subordinated,Corporate,South,Near-Prime,416394.0,433428.0,366,6.21,10,0,0.96,0.565,0.435,0.589
A0638,0,Mortgage,Subordinated,Retail,East,Prime,933861.0,313130.0,549,3.97,35,1,2.98,0.578,0.422,0.553
A0639,0,None,Subordinated,Retail,North,Near-Prime,641028.0,334527.0,642,11.61,7,0,1.92,0.95,0.05,0.962
A0640,0,None,Senior,Retail,South,Subprime,803808.0,63142.0,254,12.33,13,1,3.0,0.593,0.407,0.626
A0641,0,Vehicle,Senior,Retail,East,Near-Prime,471711.0,472888.0,207,10.59,4,1,1.0,0.138,0.862,0.134
A0642,0,Corporate,Senior,Corporate,South,Prime,368049.0,66287.0,449,15.26,14,1,3.0,0.306,0.694,0.31
A0643,0,Vehicle,Subordinated,SME,North,Near-Prime,117316.0,387336.0,94,15.92,18,0,0.3,0.521,0.479,0.502
A0644,0,Corporate,Senior,SME,South,Near-Prime,877174.0,132408.0,477,12.23,8,0,3.0,0.582,0.418,0.572
A0645,0,Mortgage,Senior,Corporate,North,Prime,785328.0,466797.0,682,3.19,32,0,1.68,0.576,0.424,0.607
A0646,1,Corporate,Senior,Retail,South,Subprime,176437.0,359980.0,189,13.43,27,1,0.49,0.219,0.781,0.234
A0647,0,Mortgage,Subordinated,SME,North,Near-Prime,517138.0,376907.0,710,9.27,23,0,1.37,0.619,0.381,0.627
A0648,0,Corporate,Senior,SME,South,Subprime,492501.0,109530.0,483,11.48,7,1,3.0,0.442,0.558,0.403
A0649,1,Corporate,Senior,SME,North,Near-Prime,628841.0,221520.0,535,12.74,12,0,2.84,0.605,0.395,0.591
A0650,0,Corporate,Senior,Public,West,Prime,946725.0,308907.0,422,8.25,25,1,3.0,0.284,0.716,0.319
A0651,0,Mortgage,Senior,Corporate,South,Prime,583974.0,384987.0,639,16.76,3,0,1.52,0.544,0.456,0.552
A0652,0,Mortgage,Senior,Retail,South,Prime,544815.0,51980.0,604,5.01,26,0,3.0,0.54,0.46,0.551
A0653,0,Mortgage,Senior,Corporate,East,Subprime,59820.0,481183.0,132,13.07,4,0,0.12,0.458,0.542,0.461
A0654,1,Mortgage,Senior,Retail,East,Near-Prime,72278.0,445110.0,54,3.07,15,0,0.16,0.427,0.573,0.415
A0655,0,Mortgage,Subordinated,Retail,North,Near-Prime,195473.0,135174.0,509,16.87,32,0,1.45,0.594,0.406,0.601
A0656,0,None,Senior,Retail,South,Prime,42146.0,411380.0,669,4.69,29,1,0.1,0.337,0.663,0.306
A0657,0,Vehicle,Subordinated,Retail,North,Prime,745919.0,259162.0,540,4.42,10,0,2.88,0.793,0.207,0.761
