account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,pit_pd_12m,default_flag
2624,2025-03-08,30,Self-Employed,Married,2,North,365,115,0.12,3.03,4.27,2.78,3,0.1948,0
2625,2025-03-09,45,Employed,Married,0,West,544,24,1.35,2.92,4.22,2.99,1,0.15090000000000003,0
2626,2025-03-10,22,Employed,Married,1,East,356,16,1.27,2.06,2.07,2.9,1,0.19574999999999998,0
2627,2025-03-11,31,Employed,Married,4,North,343,11,1.34,2.9,4.92,2.76,1,0.20484999999999998,0
2628,2025-03-12,51,Employed,Married,2,North,823,114,0.01,2.76,5.57,2.57,3,0.08950000000000001,1
2629,2025-03-13,35,Self-Employed,Married,2,West,723,51,1.11,3.25,5.5,2.91,2,0.10925000000000001,1
2630,2025-03-14,29,Employed,Married,3,West,835,10,0.82,2.58,5.4,2.52,1,0.08745,1
2631,2025-03-15,43,Unemployed,Married,0,East,694,9,0.86,2.75,4.6,3.69,1,0.11699999999999999,0
2632,2025-03-16,39,Employed,Married,1,South,749,80,0.7,0.98,6.37,3.61,2,0.1298,0
2633,2025-03-17,29,Employed,Single,1,South,556,59,1.11,2.0,3.55,3.28,2,0.15375,1
2634,2025-03-18,55,Employed,Single,1,East,660,53,1.5,1.25,3.59,3.26,2,0.13545000000000001,0
2635,2025-03-19,41,Retired,Married,2,South,679,108,1.07,3.2,2.98,2.15,3,0.10815,0
2636,2025-03-20,29,Unemployed,Single,0,East,742,79,1.02,0.64,4.02,3.57,2,0.1232,0
2637,2025-03-21,48,Employed,Divorced,1,East,833,62,0.98,-0.19,3.28,2.78,2,0.10505,0
2638,2025-03-22,66,Employed,Divorced,4,North,773,115,1.04,0.58,1.57,3.68,3,0.1038,0
2639,2025-03-23,27,Employed,Single,3,South,456,19,0.51,1.77,3.92,3.85,1,0.1829,0
2640,2025-03-24,36,Retired,Single,3,East,388,112,0.48,-0.02,6.22,2.88,3,0.2293,1
2641,2025-03-25,36,Self-Employed,Married,1,South,501,4,1.18,0.11,5.43,1.88,1,0.19580000000000003,0
2642,2025-03-26,53,Employed,Married,2,South,761,40,0.08,2.66,5.94,3.12,2,0.10785,0
2643,2025-03-27,24,Self-Employed,Single,3,West,780,117,1.14,0.61,5.79,2.42,3,0.12285,1
2644,2025-03-28,24,Employed,Married,3,South,856,62,1.22,3.0,4.52,2.7,2,0.0736,0
2645,2025-03-29,59,Retired,Married,3,East,753,55,0.78,0.68,4.66,2.89,2,0.12325,0
2646,2025-03-30,60,Employed,Single,3,North,769,31,1.37,-0.14,3.92,3.47,2,0.12374999999999999,0
2647,2025-03-31,37,Self-Employed,Single,1,South,679,26,0.71,0.97,5.37,3.22,1,0.1424,0
2648,2025-04-01,57,Employed,Married,0,East,700,67,0.27,0.71,9.29,3.77,2,0.15935,0
2649,2025-04-02,59,Unemployed,Single,0,West,378,104,0.54,0.71,3.04,2.6,3,0.2086,1
2650,2025-04-03,49,Unemployed,Married,2,South,850,47,1.36,1.89,6.5,3.56,2,0.0961,0
2651,2025-04-04,56,Self-Employed,Married,4,North,685,6,1.49,2.17,4.2,3.39,1,0.12305,0
2652,2025-04-05,58,Self-Employed,Married,0,South,642,45,0.63,3.38,7.18,3.34,2,0.1366,0
2653,2025-04-06,59,Unemployed,Divorced,4,East,744,77,0.25,1.64,5.55,3.56,2,0.12034999999999998,0
2654,2025-04-07,57,Employed,Divorced,0,South,351,102,0.43,2.29,4.14,3.41,3,0.20505,0
2655,2025-04-08,55,Employed,Single,0,South,550,87,0.83,0.67,4.65,2.19,2,0.17405,1
2656,2025-04-09,27,Employed,Single,2,West,628,111,0.86,1.09,6.07,2.71,3,0.15744999999999998,1
2657,2025-04-10,47,Retired,Married,3,South,793,17,0.95,3.3,7.53,3.49,1,0.1014,0
2658,2025-04-11,48,Employed,Married,2,North,649,37,1.25,3.4,6.21,3.24,2,0.12980000000000003,0
2659,2025-04-12,42,Unemployed,Single,0,South,758,102,1.07,3.59,4.33,3.52,3,0.09125,0
2660,2025-04-13,34,Self-Employed,Divorced,3,West,797,114,0.39,1.87,5.73,3.1,3,0.1057,0
2661,2025-04-14,27,Employed,Single,3,East,424,103,0.59,0.68,7.4,2.73,3,0.2192,0
2662,2025-04-15,57,Employed,Single,3,South,503,64,1.26,1.22,5.7,2.59,2,0.18555,0
2663,2025-04-16,42,Employed,Single,4,South,320,16,0.95,1.67,4.81,2.18,1,0.22235,0
2664,2025-04-17,25,Employed,Married,0,West,889,89,0.25,1.43,2.88,3.26,2,0.07285,0
2665,2025-04-18,22,Employed,Married,1,West,862,114,0.49,2.11,6.84,2.28,3,0.0926,1
2666,2025-04-19,47,Employed,Single,2,West,661,85,1.19,2.75,4.81,3.0,2,0.1263,0
2667,2025-04-20,41,Unemployed,Single,4,South,660,102,0.26,0.97,3.94,2.94,3,0.14,0
2668,2025-04-21,58,Retired,Single,2,North,415,81,1.04,3.92,6.1,3.56,2,0.18255,0
2669,2025-04-22,35,Employed,Married,1,West,354,37,0.85,2.07,6.16,4.15,2,0.21660000000000001,0
2670,2025-04-23,41,Employed,Single,3,East,591,91,0.22,3.36,3.62,2.81,3,0.13175,0
2671,2025-04-24,30,Employed,Divorced,1,South,350,84,1.03,2.42,3.87,3.26,2,0.20264999999999997,0
2672,2025-04-25,43,Self-Employed,Single,2,East,553,62,0.21,4.16,5.84,3.0,2,0.14435,1
2673,2025-04-26,59,Unemployed,Widowed,1,East,791,101,0.6,0.84,6.81,2.55,3,0.1229,0
2674,2025-04-27,25,Employed,Single,0,North,872,96,0.46,1.49,4.51,3.59,3,0.08465,0
2675,2025-04-28,21,Employed,Married,1,East,524,93,1.04,1.49,4.69,3.2,3,0.17255,0
2676,2025-04-29,33,Unemployed,Single,0,West,768,41,1.17,2.18,3.96,3.29,2,0.101,0
2677,2025-04-30,41,Self-Employed,Single,1,West,402,118,0.25,2.13,6.85,3.45,3,0.20744999999999997,0
2678,2025-05-01,46,Employed,Divorced,0,South,347,7,1.22,2.39,5.99,3.45,1,0.2143,0
2679,2025-05-02,65,Self-Employed,Divorced,0,North,641,29,0.01,2.14,3.33,2.92,1,0.13,0
2680,2025-05-03,41,Employed,Married,1,North,532,102,0.8,2.56,7.49,3.53,3,0.17385,0
2681,2025-05-04,38,Employed,Married,4,East,881,63,0.78,1.52,10.18,2.92,2,0.11044999999999999,1
2682,2025-05-05,57,Unemployed,Married,3,North,858,8,0.94,2.47,2.3,2.4,1,0.0673,1
2683,2025-05-06,65,Unemployed,Divorced,3,East,527,96,0.36,4.82,5.52,3.25,3,0.14265,0
2684,2025-05-07,52,Employed,Single,3,East,821,56,0.01,2.0,2.68,3.68,2,0.08315,0
2685,2025-05-08,56,Retired,Married,0,North,891,106,0.68,0.56,4.56,2.67,3,0.08945,0
2686,2025-05-09,37,Employed,Married,3,South,312,58,0.11,1.37,2.8,2.21,2,0.2173,0
2687,2025-05-10,55,Unemployed,Single,0,East,798,92,1.34,1.54,7.21,3.06,3,0.11614999999999999,0
2688,2025-05-11,69,Employed,Divorced,4,West,744,94,0.26,1.11,4.45,2.48,3,0.12015,0
2689,2025-05-12,31,Unemployed,Single,1,West,639,66,0.64,2.12,6.52,2.72,2,0.14665,0
2690,2025-05-13,41,Retired,Single,1,North,623,113,0.65,2.8,5.26,3.05,3,0.13755,0
2691,2025-05-14,46,Employed,Married,0,North,895,101,0.83,0.7,7.56,1.52,3,0.10205000000000002,0
2692,2025-05-15,24,Retired,Married,0,East,897,74,1.17,0.31,3.18,2.77,2,0.08355000000000001,0
2693,2025-05-16,54,Unemployed,Single,4,East,456,4,0.71,4.47,1.71,2.81,1,0.14485,0
2694,2025-05-17,68,Unemployed,Single,3,West,874,94,0.04,1.06,4.13,3.92,3,0.08655,0
2695,2025-05-18,38,Employed,Divorced,4,East,730,83,1.16,3.41,4.44,2.92,2,0.1006,0
2696,2025-05-19,60,Unemployed,Single,1,West,854,3,0.12,2.76,2.61,4.07,1,0.06695000000000001,0
2697,2025-05-20,55,Unemployed,Married,1,East,706,7,0.96,1.4,5.64,3.62,1,0.13269999999999998,0
2698,2025-05-21,61,Employed,Married,3,South,457,41,1.21,1.21,5.57,3.22,2,0.19649999999999998,0
2699,2025-05-22,49,Retired,Married,1,South,484,34,0.42,1.4,7.0,3.18,2,0.195,0
2700,2025-05-23,49,Employed,Divorced,0,West,790,12,0.67,1.56,6.55,3.16,1,0.11465,1
2701,2025-05-24,58,Employed,Married,1,South,835,112,0.02,2.62,4.25,3.07,3,0.08130000000000001,0
2702,2025-05-25,62,Employed,Married,2,South,656,4,1.21,0.61,3.26,2.26,1,0.1412,0
2703,2025-05-26,41,Self-Employed,Married,3,North,661,39,1.05,3.28,2.43,3.17,2,0.1091,0
2704,2025-05-27,62,Self-Employed,Married,3,East,523,18,0.35,1.36,4.7,3.05,1,0.17415,1
2705,2025-05-28,33,Employed,Married,3,North,503,81,0.59,0.54,4.68,3.11,2,0.18724999999999997,0
2706,2025-05-29,69,Retired,Divorced,2,West,307,96,1.04,2.19,5.58,3.87,3,0.22425,1
2707,2025-05-30,61,Employed,Single,4,North,771,3,0.54,4.4,2.55,2.9,1,0.07100000000000001,0
2708,2025-05-31,37,Employed,Single,0,West,471,58,0.24,1.16,5.21,2.47,2,0.1917,0
2709,2025-06-01,29,Employed,Single,3,South,395,17,0.78,2.13,5.79,2.72,1,0.2039,0
2710,2025-06-02,61,Self-Employed,Single,1,North,605,109,1.09,2.14,4.03,3.42,3,0.14250000000000002,0
2711,2025-06-03,21,Retired,Single,0,South,557,23,0.48,3.89,5.85,3.14,1,0.1461,0
2712,2025-06-04,22,Self-Employed,Divorced,1,East,773,106,0.18,1.06,4.64,3.02,3,0.11435000000000001,0
2713,2025-06-05,68,Unemployed,Married,0,South,599,92,1.24,2.94,6.78,2.31,3,0.14975,1
2714,2025-06-06,49,Employed,Married,0,East,764,30,0.38,0.58,7.15,3.6,2,0.13395,1
2715,2025-06-07,53,Employed,Married,1,South,627,57,0.77,2.22,5.04,2.69,2,0.14125000000000001,0
2716,2025-06-08,30,Employed,Married,1,North,409,27,1.04,2.74,6.29,3.18,1,0.19679999999999997,1
2717,2025-06-09,60,Employed,Married,0,North,428,8,0.48,3.0,2.97,2.95,1,0.17285,0
2718,2025-06-10,41,Employed,Divorced,3,South,436,44,0.97,0.63,4.29,2.21,2,0.20115,0
2719,2025-06-11,48,Self-Employed,Single,1,West,838,89,0.69,-0.01,5.55,3.19,2,0.11335,1
2720,2025-06-12,31,Employed,Divorced,2,West,463,48,0.86,1.8,4.33,2.4,2,0.1829,0
2721,2025-06-13,54,Unemployed,Married,2,East,648,110,0.89,1.43,4.58,3.17,3,0.1416,0
2722,2025-06-14,28,Employed,Single,0,East,762,1,1.24,0.58,3.54,2.74,1,0.1164,0
2723,2025-06-15,42,Employed,Married,4,South,803,5,0.98,0.69,7.6,2.9,1,0.12535000000000002,1
2724,2025-06-16,28,Self-Employed,Married,0,North,450,28,0.4,1.52,3.57,3.35,1,0.18514999999999998,0
2725,2025-06-17,69,Employed,Single,0,East,545,25,0.09,3.71,6.16,2.37,1,0.15245,0
2726,2025-06-18,35,Unemployed,Married,3,South,409,27,0.0,0.77,4.24,4.55,1,0.20625,0
2727,2025-06-19,37,Self-Employed,Single,3,East,884,6,1.36,2.89,5.93,2.58,1,0.07475,0
2728,2025-06-20,43,Employed,Single,4,North,574,33,1.41,0.53,4.06,3.35,2,0.1665,1
2729,2025-06-21,44,Retired,Divorced,4,East,366,55,0.14,1.25,4.47,3.45,2,0.21335,1
2730,2025-06-22,65,Employed,Married,4,South,349,108,0.73,0.47,5.61,3.76,3,0.23109999999999997,0
2731,2025-06-23,39,Employed,Divorced,4,East,814,9,0.23,4.17,5.91,2.67,1,0.07935,0
2732,2025-06-24,25,Self-Employed,Married,4,West,525,111,1.42,2.96,6.32,2.63,3,0.16575,0
2733,2025-06-25,52,Employed,Single,0,East,877,104,0.37,2.7,5.04,3.55,3,0.07395,0
2734,2025-06-26,64,Unemployed,Married,0,North,805,103,0.75,2.65,6.61,3.27,3,0.1003,0
2735,2025-06-27,21,Unemployed,Married,2,North,454,56,0.25,1.19,5.35,3.28,2,0.19634999999999997,0
2736,2025-06-28,43,Retired,Widowed,2,North,779,46,0.5,2.04,4.77,3.7,2,0.1037,0
2737,2025-06-29,57,Employed,Single,1,North,410,85,0.4,0.95,6.27,3.05,2,0.21434999999999998,0
2738,2025-06-30,28,Employed,Divorced,0,South,782,26,0.71,4.69,5.16,3.09,1,0.0784,0
2739,2025-07-01,33,Unemployed,Divorced,4,East,573,38,0.63,0.88,5.36,3.66,2,0.16975,0
2740,2025-07-02,28,Employed,Married,1,East,454,21,0.5,1.14,3.52,3.09,1,0.18769999999999998,0
2741,2025-07-03,43,Employed,Divorced,3,East,466,118,0.16,3.6,4.04,2.49,3,0.1627,1
2742,2025-07-04,63,Employed,Single,0,East,318,18,0.73,1.9,5.61,2.55,1,0.22454999999999997,0
2743,2025-07-05,21,Employed,Widowed,2,South,644,99,1.28,2.6,3.68,2.87,3,0.1264,0
2744,2025-07-06,65,Employed,Married,0,North,868,8,1.1,1.92,5.04,3.18,1,0.084,0
2745,2025-07-07,44,Unemployed,Single,0,East,593,18,1.08,1.31,2.15,3.48,1,0.1444,1
2746,2025-07-08,55,Unemployed,Divorced,0,East,761,1,0.55,1.31,7.86,4.2,1,0.13095,0
2747,2025-07-09,44,Employed,Married,0,North,637,91,1.06,2.86,6.01,2.88,3,0.1372,0
2748,2025-07-10,37,Employed,Married,3,West,751,60,0.7,2.23,4.33,2.3,2,0.1066,0
2749,2025-07-11,25,Employed,Married,2,West,643,58,0.23,3.2,7.26,2.2,2,0.13855,0
2750,2025-07-12,40,Unemployed,Single,0,North,384,102,0.63,3.19,3.66,2.89,3,0.1854,0
2751,2025-07-13,41,Employed,Married,3,East,688,85,0.2,2.58,4.16,3.0,2,0.118,0
2752,2025-07-14,60,Unemployed,Married,1,North,526,114,0.17,3.05,5.76,3.31,3,0.1618,0
2753,2025-07-15,51,Employed,Single,0,East,585,69,0.03,2.54,6.4,4.22,2,0.15535000000000002,0
2754,2025-07-16,66,Self-Employed,Single,3,East,583,110,0.42,2.38,4.14,3.31,3,0.14615,0
2755,2025-07-17,56,Employed,Single,4,West,408,70,0.5,1.68,5.69,3.04,2,0.20465,0
2756,2025-07-18,31,Unemployed,Married,1,West,434,69,1.05,0.31,5.5,3.5,2,0.21089999999999998,0
2757,2025-07-19,35,Employed,Married,2,East,590,32,0.81,1.37,4.96,2.21,2,0.15860000000000002,0
2758,2025-07-20,39,Self-Employed,Married,0,East,807,77,1.29,3.45,4.19,3.12,2,0.0797,0
2759,2025-07-21,27,Employed,Divorced,0,East,328,64,0.26,2.29,6.26,2.19,2,0.22139999999999999,0
2760,2025-07-22,48,Unemployed,Married,3,West,693,24,0.4,1.6,1.98,3.7,1,0.11564999999999999,0
2761,2025-07-23,63,Unemployed,Single,2,East,326,69,1.41,3.2,5.21,2.32,2,0.20754999999999998,1
2762,2025-07-24,25,Employed,Divorced,4,North,766,27,0.67,1.55,3.97,3.5,1,0.10785,0
2763,2025-07-25,25,Unemployed,Married,1,South,312,17,1.18,2.71,4.82,3.41,1,0.21399999999999997,1
2764,2025-07-26,50,Self-Employed,Married,2,South,853,62,0.74,3.33,3.96,3.74,2,0.06825,0
2765,2025-07-27,52,Employed,Married,0,East,744,90,0.71,2.61,3.19,2.54,3,0.09885,0
2766,2025-07-28,28,Employed,Divorced,3,North,523,48,0.22,3.06,4.03,2.97,2,0.1538,0
2767,2025-07-29,30,Employed,Married,4,East,762,65,1.28,2.47,4.17,3.49,2,0.10065000000000002,0
2768,2025-07-30,58,Unemployed,Single,3,North,320,39,0.12,0.1,4.65,3.17,2,0.23725,0
2769,2025-07-31,67,Unemployed,Married,1,West,686,84,0.47,3.31,4.98,3.25,2,0.1153,0
2770,2025-08-01,52,Employed,Single,2,West,625,86,1.01,2.8,5.94,3.37,2,0.14045000000000002,0
2771,2025-08-02,68,Employed,Single,3,East,766,118,0.76,1.7,7.22,2.83,3,0.1226,0
2772,2025-08-03,48,Unemployed,Married,3,West,821,65,1.32,1.41,5.1,2.52,2,0.10114999999999999,1
2773,2025-08-04,37,Retired,Single,0,East,524,79,0.06,2.12,3.43,2.6,2,0.15995,0
2774,2025-08-05,51,Employed,Single,3,South,774,3,0.97,0.8,6.16,2.96,1,0.12430000000000001,0
2775,2025-08-06,28,Retired,Single,4,North,757,33,0.72,2.94,5.4,2.63,2,0.10335,0
2776,2025-08-07,60,Employed,Married,2,North,512,118,0.23,1.85,3.5,2.86,3,0.16599999999999998,0
2777,2025-08-08,45,Employed,Married,1,South,780,4,1.11,1.1,5.11,2.99,1,0.11455,0
2778,2025-08-09,29,Unemployed,Widowed,3,South,479,112,0.62,2.66,6.01,3.76,3,0.1787,0
2779,2025-08-10,22,Employed,Single,4,South,837,97,0.8,2.47,3.73,2.45,3,0.07970000000000001,0
2780,2025-08-11,35,Employed,Married,1,South,826,21,1.45,2.82,4.15,2.62,1,0.08105000000000001,0
2781,2025-08-12,23,Employed,Divorced,4,West,321,109,0.73,0.72,5.11,2.98,3,0.23309999999999997,1
2782,2025-08-13,69,Unemployed,Single,3,North,644,19,1.24,2.74,4.56,2.48,1,0.12940000000000002,0
2783,2025-08-14,56,Unemployed,Married,3,North,876,102,1.15,3.79,2.68,1.48,3,0.051500000000000004,0
2784,2025-08-15,24,Employed,Married,2,South,320,46,0.99,1.96,8.52,2.69,2,0.238,0
2785,2025-08-16,34,Employed,Single,0,East,707,113,1.35,1.89,4.1,2.87,3,0.11985,0
2786,2025-08-17,61,Employed,Divorced,4,East,786,76,0.38,0.61,3.95,3.09,2,0.11215000000000001,0
2787,2025-08-18,61,Self-Employed,Married,0,East,827,107,1.23,2.08,4.43,2.52,3,0.0896,0
2788,2025-08-19,45,Employed,Single,0,East,715,33,0.57,0.98,4.83,3.84,2,0.1306,0
2789,2025-08-20,30,Unemployed,Single,1,West,571,43,1.22,3.17,5.47,3.39,2,0.1479,0
2790,2025-08-21,41,Employed,Single,1,North,504,5,0.74,4.43,3.38,2.45,1,0.1416,0
2791,2025-08-22,56,Employed,Single,4,North,597,55,1.29,4.45,6.87,2.69,2,0.1356,0
2792,2025-08-23,32,Employed,Married,0,North,852,28,1.34,1.14,2.85,2.66,1,0.08485000000000001,0
2793,2025-08-24,47,Employed,Married,2,East,407,96,0.9,1.26,4.31,2.46,3,0.2022,1
2794,2025-08-25,60,Retired,Single,0,South,451,52,0.76,2.61,6.13,3.57,2,0.18679999999999997,0
2795,2025-08-26,22,Employed,Divorced,1,East,312,0,1.17,1.77,6.04,2.47,1,0.22949999999999998,1
2796,2025-08-27,33,Employed,Single,0,North,378,110,0.4,2.01,0.8,3.05,3,0.1844,0
2797,2025-08-28,52,Employed,Single,3,East,853,58,0.02,4.45,4.89,2.74,2,0.061700000000000005,0
2798,2025-08-29,51,Employed,Single,3,South,468,47,0.61,0.92,5.07,2.9,2,0.19415,0
2799,2025-08-30,36,Employed,Married,2,South,548,117,0.76,2.27,5.34,3.51,3,0.162,0
2800,2025-08-31,52,Employed,Married,4,East,420,6,0.45,2.38,4.08,3.16,1,0.1866,0
2801,2025-09-01,52,Employed,Single,0,North,686,85,0.58,3.05,4.6,3.18,2,0.11599999999999999,0
2802,2025-09-02,54,Self-Employed,Single,3,West,738,31,0.2,1.14,5.76,3.16,2,0.1279,0
2803,2025-09-03,31,Employed,Married,4,North,571,77,0.42,3.48,6.11,3.24,2,0.14800000000000002,0
2804,2025-09-04,30,Employed,Widowed,3,West,599,60,0.36,2.26,2.83,2.48,2,0.1368,0
2805,2025-09-05,35,Retired,Single,4,North,772,56,0.45,1.17,5.68,2.66,2,0.11870000000000001,0
2806,2025-09-06,37,Employed,Single,4,East,457,50,0.45,1.82,5.51,3.19,2,0.19009999999999996,1
2807,2025-09-07,60,Employed,Married,3,West,526,87,0.84,3.0,6.26,2.64,2,0.1648,0
2808,2025-09-08,38,Employed,Married,1,North,720,18,0.38,4.08,3.69,2.82,1,0.09265,0
2809,2025-09-09,29,Employed,Single,4,East,323,26,1.41,1.65,5.65,3.14,1,0.22599999999999998,0
2810,2025-09-10,45,Unemployed,Divorced,0,North,837,62,0.77,4.12,2.19,3.55,2,0.0555,0
2811,2025-09-11,60,Employed,Married,3,South,869,59,0.19,3.24,4.44,3.43,2,0.06755,1
2812,2025-09-12,34,Unemployed,Married,1,South,839,60,0.42,1.49,4.51,3.8,2,0.09290000000000001,0
2813,2025-09-13,45,Employed,Married,3,North,427,60,1.09,2.6,5.12,3.07,2,0.18785,0
2814,2025-09-14,42,Employed,Widowed,2,East,393,86,0.02,2.87,6.09,3.06,2,0.19849999999999998,1
2815,2025-09-15,50,Unemployed,Married,0,North,720,44,1.41,1.76,3.36,2.67,2,0.1142,0
2816,2025-09-16,40,Employed,Single,2,East,571,20,0.67,1.36,6.8,3.28,1,0.17265000000000003,1
2817,2025-09-17,41,Self-Employed,Single,4,West,783,43,0.78,1.87,1.48,3.63,2,0.08795,0
2818,2025-09-18,64,Employed,Married,4,South,304,92,1.48,1.61,2.47,2.72,3,0.21525,0
2819,2025-09-19,52,Unemployed,Single,2,West,456,0,0.76,2.28,6.41,3.22,1,0.19025,0
2820,2025-09-20,66,Employed,Married,2,East,351,94,1.42,4.18,5.16,3.56,3,0.19125,0
2821,2025-09-21,69,Unemployed,Married,4,North,542,90,1.37,2.46,7.56,2.58,3,0.17270000000000002,1
2822,2025-09-22,41,Employed,Married,1,South,719,43,1.41,3.81,6.15,3.27,2,0.1079,0
2823,2025-09-23,55,Unemployed,Widowed,0,East,724,99,1.22,2.57,5.02,3.3,3,0.1134,1
2824,2025-09-24,52,Employed,Single,3,East,379,61,0.44,4.89,4.26,1.89,2,0.17264999999999997,0
2825,2025-09-25,50,Unemployed,Divorced,2,South,653,60,0.52,1.19,4.06,2.73,2,0.14015,0
2826,2025-09-26,59,Employed,Married,0,North,592,90,0.55,-0.07,5.55,2.44,3,0.17545,0
2827,2025-09-27,69,Retired,Single,3,South,415,78,1.47,2.27,4.13,2.74,2,0.18919999999999998,0
2828,2025-09-28,32,Employed,Married,3,North,828,88,0.54,2.4,5.37,2.79,2,0.09085,0
2829,2025-09-29,61,Employed,Single,2,North,779,111,0.16,3.58,3.99,2.98,3,0.0844,0
2830,2025-09-30,67,Employed,Married,1,East,587,78,1.17,3.9,5.3,3.45,2,0.13574999999999998,0
2831,2025-10-01,38,Employed,Married,1,North,776,103,0.55,0.44,7.31,3.61,3,0.13315,0
2832,2025-10-02,41,Employed,Single,0,North,324,82,0.93,1.83,5.83,3.09,2,0.22485,0
2833,2025-10-03,33,Retired,Married,0,South,730,110,1.39,2.14,4.3,3.65,3,0.1126,0
2834,2025-10-04,41,Retired,Married,4,South,577,49,0.86,0.85,5.53,3.42,2,0.1699,0
2835,2025-10-05,28,Employed,Single,1,North,616,74,0.96,1.86,5.41,2.96,2,0.14945,1
2836,2025-10-06,66,Retired,Single,0,East,657,40,0.96,3.09,5.31,3.73,2,0.1264,0
2837,2025-10-07,60,Employed,Married,4,South,575,32,0.92,3.16,5.58,3.03,2,0.14755000000000001,0
2838,2025-10-08,66,Employed,Married,3,West,643,104,0.24,2.37,6.36,3.12,3,0.14235,0
2839,2025-10-09,27,Unemployed,Divorced,0,East,730,86,0.68,3.7,6.61,2.52,2,0.10855000000000001,0
2840,2025-10-10,43,Self-Employed,Divorced,4,South,858,11,0.01,2.35,5.0,3.18,1,0.082,0
2841,2025-10-11,64,Retired,Married,1,South,862,1,0.94,3.28,2.93,3.21,1,0.06135000000000001,0
2842,2025-10-12,52,Employed,Married,3,West,738,106,0.86,1.16,5.13,3.43,3,0.12455000000000001,0
2843,2025-10-13,31,Self-Employed,Married,0,North,761,20,0.48,1.23,4.76,2.89,1,0.11624999999999999,0
2844,2025-10-14,42,Employed,Married,1,South,569,13,0.79,4.08,5.83,2.64,1,0.1411,0
2845,2025-10-15,42,Employed,Single,3,West,730,33,0.74,1.51,3.18,3.2,2,0.11330000000000001,0
2846,2025-10-16,63,Employed,Single,2,West,320,78,0.38,3.01,5.75,3.37,2,0.21364999999999998,0
2847,2025-10-17,45,Retired,Married,1,South,442,84,0.44,1.47,5.19,2.83,2,0.19574999999999998,0
2848,2025-10-18,42,Unemployed,Single,2,East,652,63,1.14,2.39,3.54,2.58,2,0.12580000000000002,0
2849,2025-10-19,48,Unemployed,Married,0,South,764,22,1.13,1.86,1.89,2.79,1,0.09484999999999999,0
2850,2025-10-20,49,Employed,Married,4,West,767,84,0.7,2.72,6.3,3.79,2,0.10755,0
2851,2025-10-21,33,Employed,Single,0,South,812,49,1.08,2.71,3.52,2.51,2,0.08249999999999999,0
2852,2025-10-22,38,Employed,Married,1,East,763,13,0.68,1.34,2.78,2.5,1,0.10475,1
2853,2025-10-23,22,Employed,Divorced,2,North,693,84,1.28,2.75,4.15,3.93,2,0.11499999999999999,0
2854,2025-10-24,49,Employed,Married,2,North,357,75,0.5,0.86,6.76,2.92,2,0.23095,0
2855,2025-10-25,41,Unemployed,Single,3,South,425,105,1.39,3.73,5.29,2.39,3,0.1779,1
2856,2025-10-26,35,Employed,Single,0,South,760,45,0.81,2.36,5.67,2.29,2,0.10974999999999999,0
2857,2025-10-27,47,Employed,Married,0,West,351,117,0.8,-1.03,4.93,3.29,3,0.2422,1
2858,2025-10-28,51,Employed,Married,1,East,568,110,1.01,0.69,5.45,3.17,3,0.17335,0
2859,2025-10-29,35,Employed,Single,2,West,395,4,0.51,2.68,4.69,3.29,1,0.1929,0
2860,2025-10-30,43,Employed,Single,1,West,572,65,1.09,2.96,4.29,2.57,2,0.14384999999999998,1
2861,2025-10-31,44,Retired,Divorced,1,North,622,21,0.48,1.61,4.04,2.41,1,0.1436,1
2862,2025-11-01,64,Self-Employed,Married,2,West,872,69,0.6,2.16,4.54,3.27,2,0.0781,0
2863,2025-11-02,33,Unemployed,Widowed,1,West,432,107,1.01,2.73,8.62,2.48,3,0.20279999999999998,0
2864,2025-11-03,42,Employed,Married,2,North,388,1,0.57,3.31,5.86,2.92,1,0.19419999999999998,1
2865,2025-11-04,63,Employed,Divorced,1,North,304,28,0.3,2.91,3.71,2.56,1,0.20844999999999997,0
2866,2025-11-05,57,Employed,Single,4,East,656,60,1.31,1.44,3.0,3.82,2,0.1316,0
2867,2025-11-06,53,Unemployed,Married,1,East,642,99,1.38,3.36,4.86,3.46,3,0.1252,0
2868,2025-11-07,23,Unemployed,Single,1,East,503,70,0.94,-0.17,2.44,4.32,2,0.18314999999999998,0
2869,2025-11-08,39,Employed,Married,4,South,872,15,1.22,1.72,6.36,3.32,1,0.0916,0
2870,2025-11-09,43,Employed,Married,0,North,770,63,1.48,2.62,1.17,3.16,2,0.08215,1
2871,2025-11-10,49,Employed,Single,2,South,763,96,0.92,0.79,4.53,3.34,3,0.119,0
2872,2025-11-11,50,Self-Employed,Divorced,3,South,796,96,1.36,2.05,2.3,2.21,3,0.08700000000000001,0
2873,2025-11-12,59,Retired,Divorced,4,East,362,13,0.54,2.55,5.67,2.11,1,0.20734999999999998,0
2874,2025-11-13,64,Self-Employed,Single,0,North,855,42,1.05,1.22,3.86,3.36,2,0.08835,0
2875,2025-11-14,67,Employed,Married,1,South,538,75,0.08,2.19,6.06,2.71,2,0.16890000000000002,0
2876,2025-11-15,45,Employed,Single,0,West,839,42,1.18,0.78,1.75,3.0,2,0.0862,0
2877,2025-11-16,57,Employed,Married,4,West,497,69,1.24,3.01,6.69,2.19,2,0.1741,0
2878,2025-11-17,67,Employed,Married,1,North,329,54,0.6,2.53,5.53,2.74,2,0.21509999999999999,1
